building,format,model,seed,climate,climate_role,parameter,value,physical_bound_ok,lobo_range_ok
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,window_u_value,2.25,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,equipment_W_m2,6.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,occupancy_m2_person,10.76,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,outdoor_air,0.0035,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,cooling_cop,4.3,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,heating_setpoint_C,21.1,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,1A,weather_file_stress_test,cooling_setpoint_C,23.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,lighting_W_m2,8.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,equipment_W_m2,12.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,outdoor_air,0.004,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,cooling_cop,5.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,lighting_W_m2,8.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,equipment_W_m2,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,outdoor_air,0.004,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,cooling_cop,5.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,lighting_W_m2,8.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,equipment_W_m2,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,outdoor_air,0.004,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,equipment_W_m2,5.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,outdoor_air,0.003,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,cooling_cop,4.2,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,window_shgc,0.4,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,lighting_W_m2,10.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,equipment_W_m2,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,outdoor_air,0.003,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,cooling_cop,5.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,window_u_value,2.23,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,equipment_W_m2,4.8,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,occupancy_m2_person,10.8,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,outdoor_air,0.0025,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,cooling_cop,4.2,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799867,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,window_u_value,2.25,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,lighting_W_m2,6.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,equipment_W_m2,5.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,occupancy_m2_person,10.76,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,outdoor_air,0.0014,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,cooling_cop,4.2,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799868,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,window_u_value,2.21,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,equipment_W_m2,5.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,occupancy_m2_person,11.6,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,outdoor_air,0.0018,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799869,7,weather_file_stress_test,cooling_setpoint_C,23.9,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,window_u_value,2.25,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,equipment_W_m2,5.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,occupancy_m2_person,11.6,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,outdoor_air,0.0024,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799870,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,window_u_value,2.25,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,lighting_W_m2,9.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,equipment_W_m2,6.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,occupancy_m2_person,10.8,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,outdoor_air,0.0018,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,llama-3.3-70b-versatile,1542799871,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,lighting_W_m2,7.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,equipment_W_m2,12.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,outdoor_air,0.004,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,cooling_cop,5.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799867,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,window_u_value,2.8,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,window_shgc,0.45,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,lighting_W_m2,8.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,equipment_W_m2,12.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,outdoor_air,0.005,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,cooling_cop,4.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,heating_setpoint_C,20.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799868,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,window_u_value,2.8,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,lighting_W_m2,5.2,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,equipment_W_m2,12.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,outdoor_air,0.0035,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799869,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,window_u_value,2.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,lighting_W_m2,6.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,equipment_W_m2,10.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,outdoor_air,0.0035,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,cooling_cop,4.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799870,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,window_u_value,2.8,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,window_shgc,0.42,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,lighting_W_m2,6.5,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,equipment_W_m2,12.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,occupancy_m2_person,15.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,outdoor_air,0.0045,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,cooling_cop,4.8,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,heating_setpoint_C,20.0,True,True
OfficeMedium,F4,openai/gpt-oss-120b,1542799871,7,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_u_value,2.23,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,lighting_W_m2,6.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,equipment_W_m2,3.9,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,occupancy_m2_person,9.3,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,outdoor_air,0.0025,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_u_value,2.23,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,lighting_W_m2,5.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,equipment_W_m2,2.8,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,occupancy_m2_person,10.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,outdoor_air,0.0014,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_u_value,2.41,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,lighting_W_m2,7.4,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,equipment_W_m2,4.6,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,occupancy_m2_person,9.3,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,outdoor_air,0.0025,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_u_value,2.25,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,lighting_W_m2,7.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,equipment_W_m2,5.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,occupancy_m2_person,10.76,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,outdoor_air,0.0025,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_cop,4.2,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_u_value,2.45,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,lighting_W_m2,6.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,equipment_W_m2,4.8,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,occupancy_m2_person,10.8,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,outdoor_air,0.0018,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_cop,4.2,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_u_value,2.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,lighting_W_m2,7.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,equipment_W_m2,5.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,occupancy_m2_person,35.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,outdoor_air,0.003,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_u_value,2.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,lighting_W_m2,7.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,equipment_W_m2,5.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,occupancy_m2_person,30.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,outdoor_air,0.003,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_cop,5.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_u_value,2.8,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,lighting_W_m2,6.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,equipment_W_m2,12.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,occupancy_m2_person,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,outdoor_air,0.0035,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_u_value,2.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,lighting_W_m2,7.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,equipment_W_m2,5.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,occupancy_m2_person,3.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,outdoor_air,0.0015,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_cop,4.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_u_value,2.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_shgc,0.42,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,lighting_W_m2,7.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,equipment_W_m2,5.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,occupancy_m2_person,30.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,outdoor_air,0.0015,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_cop,4.5,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_setpoint_C,24.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,window_u_value,2.25,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,window_shgc,0.42,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,lighting_W_m2,6.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,equipment_W_m2,3.8,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,occupancy_m2_person,10.8,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,outdoor_air,0.0025,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,cooling_cop,4.5,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,heating_setpoint_C,20.0,True,True
SchoolPrimary,F4,llama-3.3-70b-versatile,1542799867,1A,weather_file_stress_test,cooling_setpoint_C,24.0,True,True
