tag,building,climate,source,format,model,seed,duration_s,parameter,target,readback,diff_pct,tolerance_pct,status
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,window_u_value,2.0839,2.0839,0.0,0.5,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,window_shgc,0.378,0.378,0.0,0.5,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,lighting_W_m2,7.034,7.034,0.0,0.5,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,equipment_W_m2,13.229,13.229,0.0,1.0,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,occupancy_m2_person,18.579,18.579,0.0,1.0,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,outdoor_air,0.000609,0.000609,0.0,2.0,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,cooling_cop,4.117,4.117,0.0,1.0,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,heating_setpoint_C,21.0,21.0,0.0,0.5,OK
ApartmentMidRise_1A_global_constant,ApartmentMidRise,1A,global_constant,,,,613.2,cooling_setpoint_C,24.1,24.1,0.0,0.5,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,window_u_value,2.0839,2.0839,0.0,0.5,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,window_shgc,0.378,0.378,0.0,0.5,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,lighting_W_m2,7.034,7.034,0.0,0.5,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,equipment_W_m2,13.229,13.229,0.0,1.0,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,occupancy_m2_person,18.579,18.579,0.0,1.0,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,outdoor_air,0.000609,0.000609,0.0,2.0,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,cooling_cop,4.117,4.117,0.0,1.0,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,heating_setpoint_C,21.0,21.0,0.0,0.5,OK
RestaurantFastFood_1A_global_constant,RestaurantFastFood,1A,global_constant,,,,58.7,cooling_setpoint_C,24.1,24.1,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,window_u_value,2.23,2.23,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,lighting_W_m2,5.5,5.5,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,equipment_W_m2,4.8,4.8,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,occupancy_m2_person,40.9,40.894,0.0147,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,outdoor_air,0.0014,0.0014,0.0,2.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,cooling_cop,4.3,4.3,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799868,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,423.1,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,window_u_value,2.25,2.25,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,lighting_W_m2,6.5,6.5,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,equipment_W_m2,4.8,4.8,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,occupancy_m2_person,40.0,40.005,0.0125,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,outdoor_air,0.0015,0.0015,0.0,2.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,cooling_cop,4.2,4.2,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799867,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,432.1,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,window_u_value,2.22,2.22,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,lighting_W_m2,6.5,6.5,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,equipment_W_m2,4.8,4.8,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,occupancy_m2_person,39.5,39.503,0.0076,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,outdoor_air,0.0018,0.0018,0.0,2.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,cooling_cop,4.2,4.2,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799869,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,429.3,cooling_setpoint_C,23.9,23.9,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,window_u_value,2.23,2.23,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,lighting_W_m2,6.5,6.5,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,equipment_W_m2,4.8,4.8,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,occupancy_m2_person,40.9,40.894,0.0147,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,outdoor_air,0.0014,0.0014,0.0,2.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,cooling_cop,4.2,4.2,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799870,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,435.7,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,window_u_value,2.25,2.25,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,lighting_W_m2,6.5,6.5,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,equipment_W_m2,4.8,4.8,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,occupancy_m2_person,40.0,40.005,0.0125,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,outdoor_air,0.0015,0.0015,0.0,2.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,cooling_cop,4.5,4.5,0.0,1.0,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_llama-3.3-70b-versatile_seed1542799871,ApartmentMidRise,7,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,427.4,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,window_u_value,2.2,2.2,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,lighting_W_m2,7.0,7.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,equipment_W_m2,10.0,10.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,occupancy_m2_person,30.0,29.996,0.0133,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,outdoor_air,0.003,0.003,0.0,2.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,cooling_cop,4.5,4.5,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,heating_setpoint_C,20.5,20.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799867,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,517.3,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,window_u_value,2.2,2.2,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,lighting_W_m2,7.5,7.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,equipment_W_m2,5.0,5.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,occupancy_m2_person,30.0,29.996,0.0133,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,outdoor_air,0.003,0.003,0.0,2.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,cooling_cop,4.5,4.5,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799868,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,434.0,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,window_u_value,2.2,2.2,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,window_shgc,0.42,0.42,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,lighting_W_m2,6.5,6.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,equipment_W_m2,12.0,12.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,occupancy_m2_person,30.0,29.996,0.0133,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,outdoor_air,0.0035,0.0035,0.0,2.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,cooling_cop,4.5,4.5,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,heating_setpoint_C,20.5,20.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799869,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,565.5,cooling_setpoint_C,24.5,24.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,window_u_value,2.5,2.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,window_shgc,0.38,0.38,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,lighting_W_m2,5.0,5.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,equipment_W_m2,5.0,5.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,occupancy_m2_person,30.0,29.996,0.0133,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,outdoor_air,0.004,0.004,0.0,2.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,cooling_cop,4.0,4.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,heating_setpoint_C,20.5,20.5,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799870,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,431.0,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,window_u_value,2.23,2.23,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,window_shgc,0.42,0.42,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,lighting_W_m2,9.5,9.5,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,equipment_W_m2,4.8,4.8,0.0,1.0,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,occupancy_m2_person,10.8,10.8,0.0,1.0,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,outdoor_air,0.0025,0.0025,0.0,2.0,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,cooling_cop,4.2,4.2,0.0,1.0,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799867,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,168.6,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,window_u_value,3.0,3.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,window_shgc,0.38,0.38,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,lighting_W_m2,5.0,5.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,equipment_W_m2,10.0,10.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,occupancy_m2_person,30.0,29.996,0.0133,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,outdoor_air,0.004,0.004,0.0,2.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,cooling_cop,4.0,4.0,0.0,1.0,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
ApartmentMidRise_7_F4_gpt-oss-120b_seed1542799871,ApartmentMidRise,7,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,508.7,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799868,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,154.8,window_u_value,2.25,2.25,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799868,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,154.8,window_shgc,0.42,0.42,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799868,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,154.8,lighting_W_m2,6.5,6.5,0.0,0.5,OK
OfficeMedium_7_F4_llama-3.3-70b-versatile_seed1542799868,OfficeMedium,7,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,154.8,equipment_W_m2,5.0,5.0,0.0,1.0,OK
